연번,시도,시군구,기관명,주소,기관 대표전화,위수탁기간,시설유형구분,특화서비스,응급안전안심서비스,방문요양서비스,재가노인복지서비스,사회서비스원 소속,사회서비스형 노인일자리 파견 이용,위도,경도
618,경상남도,남해군,화방남해노인통합지원센터,경상남도 남해군 고현면 화방로211번길81-7,055-863-1737,2023-01-01 ~ 2024-12-31 (2년),재가노인복지시설,해당없음,해당,해당없음,해당,해당없음,해당없음,,
619,경상남도,남해군,화방재가복지센터,경상남도 남해군 고현면 화방로211번길 81-20,055-863-1988,2023-01-01 ~ 2024-12-31 (2년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당,34.86869423,127.8702492
620,경상남도,밀양시,밀양시자원봉사단체협의회,경남 밀양시 밀성로3길 9 (내이동) 2층,055-352-0094,2023-01-01 ~ 2025-12-31 (3년),법인,해당없음,해당,해당없음,해당없음,해당없음,해당없음,,
621,경상남도,밀양시,밀양노인통합지원센터,경상남도 밀양시 초동면 성만1길 50-8,055-391-1900,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,,
622,경상남도,밀양시,우리들노인통합지원센터,경남 밀양시 용평로 49-6(용평동),055-802-8765,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당,해당없음,해당없음,해당,해당없음,해당없음,,
623,경상남도,사천시,사랑원노인지원센터,경상남도 사천시 사남면 사남로 847-15,055-853-8894,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,,
624,경상남도,사천시,사천노인통합지원센터,경상남도 사천시 백천길 16 행복한집,055-833-3700,2023-01-01 ~ 2025-12-31 (3년),사회복지법인,해당없음,해당없음,해당,해당,해당없음,해당없음,,
625,경상남도,산청군,산청한일노인통합지원센터,경상남도 산청군 산청읍 웅석봉로 67번길 24,055-974-1200,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당,해당없음,해당,해당없음,해당없음,,
626,경상남도,산청군,산청복음노인통합지원센터,경상남도 산청군 단성면 목화로 998,055-973-5411,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.2954292,127.9584761
627,경상남도,산청군,산청해민노인통합지원센터,경남 산청군 신안면 원지강변로63번길 30-26,055-974-1991,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,,
628,경상남도,산청군,산청성모노인통합지원센터,경남 산청군 금서면 친환경로 2016 (산청성모노인전문요양원),055-974-1095,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,,
629,경상남도,양산시,사회복지법인신생원양산재가노인복지센터,경상남도 양산시 물금읍 삽량로 30 디온플레이스 206호,055-367-8904,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당,해당없음,해당없음,해당,해당없음,해당없음,,
630,경상남도,양산시,양산행복한돌봄 사회적협동조합,"경남 양산시 중앙우회로 150 (북부동), 4층 양산행복한돌봄 사회적협동조합",055-367-3750,2023-01-01 ~ 2025-12-31 (3년),협동조합,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,,
631,경상남도,양산시,성요셉소규모노인종합센터,"경남 양산시 대운1길 111 (명동, 성요셉의집)",055-365-1910,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,,
632,경상남도,의령군,의령노인통합지원센터,경상남도 의령군 궁류면 청정로 1224,055-572-0079,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당,해당없음,해당,해당없음,해당,35.4374958,128.2384521
633,경상남도,진주시,진양노인통합지원센터,경상남도 진주시 명석면 진주대로 2116,055-743-3466,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.22542233,128.0236638
634,경상남도,진주시,진주노인통합지원센터,경상남도 진주시 장재새미길 53번길 35,055-761-0086,2024-01-01 ~ 2026-12-31 (3년),사회복지법인,해당없음,해당,해당없음,해당,해당없음,해당없음,,
635,경상남도,진주시,나누리노인통합지원센터,경남 진주시 집현면 신당길 300-50,055-762-1001,2004-01-01 ~ 2006-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.2264666,128.1056515
636,경상남도,진주시,공덕의집노인통합지원센터,"경남 진주시 의병로 65 (상봉동), 2층",055-744-6556,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,,
637,경상남도,진주시,하늘마음노인통합지원센터,경남 진주시 문산읍 월아산로 1116 2층,055-763-2553,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.14045751,128.1706026
638,경상남도,창녕군,사회적협동조합 창녕지역자활센터,경상남도 창녕군 창녕읍 조산서재골로 7,055-532-0612,2023-01-01 ~ 2025-12-31 (3년),협동조합,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,,
639,경상남도,창녕군,창녕군새누리노인종합센터,경상남도 창녕군 남지읍 덕동길 55,055-526-1796,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당,해당없음,해당,해당없음,해당없음,,
640,경상남도,창원시,동진노인통합지원센터,경상남도 창원시 의창구 동읍 동읍로 517-14,055-299-2233,2022-01-01 ~ 2024-12-31 (3년),재가노인복지시설,해당,해당없음,해당없음,해당,해당없음,해당없음,35.28488894,128.6811848
641,경상남도,창원시,창원도우누리노인종합재가센터,"경상남도 창원시 의창구 대봉로 26번길 4-5, 3층",055-262-2773,2022-01-01 ~ 2024-12-31 (3년),재가노인복지시설,해당,해당없음,해당,해당없음,해당없음,해당없음,,
642,경상남도,창원시,명진노인통합지원센터,경상남도 창원시 마산합포구 구산면 마전길 335-1,055-271-0483,2022-01-01 ~ 2024-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,,
643,경상남도,창원시,마산희망지역자활센터,경상남도 창원시 마산합포구 동서북 7길 51(남성동) 3층,055-247-7045,2022-01-01 ~ 2024-12-31 (3년),협동조합,해당,해당없음,해당,해당없음,해당없음,해당없음,,
644,경상남도,창원시,성로노인통합지원센터,경상남도 창원시 마산합포구 무학로 515,055-247-1975,2022-01-01 ~ 2024-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.21555414,128.5612666
645,경상남도,창원시,경상남도사회서비스원 창원시종합재가센터,경상남도 창원시 마산회원구 양덕로 193 제일빌딩 6층,055-291-8271,2022-01-01 ~ 2024-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당없음,해당,해당없음,,
646,경상남도,창원시,경남노인통합지원센터,경상남도 창원시 마산회원구 팔용로 272,055-298-8602,2022-01-01 ~ 2024-12-31 (3년),재가노인복지시설,해당,해당없음,해당,해당,해당없음,해당없음,35.24605082,128.5939023
647,경상남도,창원시,정현사회적협동조합,"경남 창원시 성산구 정동로162번길 74 (남산동, 대우상가) , 4층 408호",055-715-9901,2022-01-01 ~ 2024-12-31 (3년),협동조합,해당,해당없음,해당없음,해당없음,해당없음,해당없음,,
648,경상남도,창원시,진해서부노인종합복지관,경남 창원시 진해구 태평로 96 (태평동),055-547-8004,2022-01-01 ~ 2024-12-31 (3년),노인여가복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,,
649,경상남도,창원시,진해노인종합복지관,"경남 창원시 진해구 천자로 434 (풍호동, 진해노인종합복지관)",055-544-7155,2022-01-01 ~ 2024-12-31 (3년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당없음,35.13464765,128.7117765
650,경상남도,통영시,통영시종합사회복지관,경상남도 통영시 안개4길 94,055-640-7700,2023-01-01 ~ 2024-12-31 (2년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,34.85761836,128.4328726
651,경상남도,통영시,통영노인통합지원센터,"경남 통영시 동충1길 4 (항남동, 통영YWCA) 만석수산3층",055-641-6171,2023-01-01 ~ 2024-12-31 (2년),재가노인복지시설,해당,해당,해당,해당,해당없음,해당,,
652,경상남도,하동군,하동노인통합지원센터,경상남도 하동군 중앙2길10-9(3층),055-884-7078,2022-01-01 ~ 2024-12-31 (3년),재가노인복지시설,해당없음,해당,해당없음,해당,해당없음,해당없음,,
653,경상남도,하동군,경남하동지역자활센터,경상남도 하동군 하동읍 청년회관길 13,055-884-6955,2022-01-01 ~ 2024-12-31 (3년),지역자활센터,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,,
654,경상남도,함안군,(사)대한노인회함안군지회,경상남도 함안군 가야읍 중앙남길 67,055-585-8505,2024-01-01 ~ 2026-12-31 (3년),법인,해당없음,해당,해당없음,해당없음,해당없음,해당없음,35.27539586,128.4115969
655,경상남도,함안군,함안군재가노인통합지원센터,경상남도 함안군 칠서면 이룡3길 25-43,055-586-1236,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당,해당없음,해당,해당없음,해당없음,,
656,경상남도,함양군,사단법인 대한노인회 함양군지회,경남 함양군 함양읍 함양남서로 1245 3층,055-963-4165,2024-01-01 ~ 2026-12-31 (3년),법인,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.53543686,127.7094689
657,경상남도,합천군,미타재가복지센터,경상남도 합천군 적중면 우회로 1198,055-931-9121,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당없음,해당없음,해당없음,35.55977366,128.2490393
658,경상남도,합천군,합천노인통합지원센터,경상남도 합천군 삼가면 삼가로 10-13,055-931-1014,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당,해당없음,해당,해당없음,해당없음,35.41920918,128.1310903
659,경상남도,합천군,코끼리행복복지센터,경남 합천군 가야면 가야시장로 98,055-932-3141,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.76173844,128.1390117
660,경상남도,합천군,사회적협동조합 합천지역자활센터,경남 합천군 대양면 대야로 462 (합천지역자활센터),055-933-3933,2024-01-01 ~ 2026-12-31 (3년),지역자활센터,해당없음,해당,해당없음,해당없음,해당없음,해당없음,,
661,제주특별자치도,제주시,제주원광재가노인복지센터,제주특별자치도 제주시 애월읍 하귀미수동길19,064-799-7785,2024-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당없음,해당없음,해당,,
662,제주특별자치도,제주시,은빛마을노인복지센터,제주특별자치도 제주시 조천읍 함덕20길 42,064-784-3999,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당없음,해당없음,해당없음,33.53829213,126.6678724
663,제주특별자치도,제주시,제주시홀로사는노인지원센터,제주특별자치도 제주시 동문로 80.2층,064-759-9261,2022-01-01 ~ 2023-12-31 (2년),자원봉사센터,해당,해당,해당없음,해당없음,해당없음,해당,,
664,제주특별자치도,제주시,사회적협동조합제주이어도지역자활센터,제주특별자치도 제주시 도남로7길 40 (도남동) 3층,064-757-0002,2024-01-01 ~ 2026-12-31 (3년),협동조합,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,,
665,제주특별자치도,제주시,성안노인복지센터,제주특별자치도 제주시 중앙로 470,064-757-1250,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,33.49403898,126.5342947
666,제주특별자치도,제주시,이어도돌봄사회적협동조합,제주특별자치도 제주시 일주서로 7848 (연동) 2층,064-712-1297,2024-01-01 ~ 2026-12-31 (3년),협동조합,해당없음,해당없음,해당,해당없음,해당없음,해당없음,,
667,제주특별자치도,서귀포시,서귀포시홀로사는노인지원센터,제주특별자치도 서귀포시 서호남로 29 (서호동) 서귀포시노인복지지원센터 2층,064-738-7080,2022-01-01 ~ 2023-12-31 (2년),지방자치단체 사회복지시설,해당,해당,해당없음,해당없음,해당없음,해당없음,,
668,제주특별자치도,서귀포시,사회서비스원 서귀포시 종합재가센터,"제주특별자치도 제주시 애조로 1254 (오라이동) , 2층",064-742-3500,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당,해당없음,,
669,제주특별자치도,서귀포시,서귀포시 노인복지관,"제주특별자치도 서귀포시 서호남로 19-42 (서호동,서귀포시노인복지관)",064-738-3335,2024-01-01 ~ 2026-12-31 (3년),노인여가복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,,
670,제주특별자치도,서귀포시,내 친구가 사는 집 자미성,제주특별자치도 서귀포시 남원읍 자배오름로139번길 157 (사회복지법인 구도원 자미성),064-764-3371,2024-01-01 ~ 2026-12-31 (3년),사회복지법인,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,,
